 ways 	 12 
 ways 	 12 
 ways 	 12 
 ways 	 12 
 and 	 12 
 and 	 12 
 ways 	 12 
 ways 	 12 
 and 	 12 
 not 	 11 
 there 	 11 
 there 	 11 
 there 	 11 
 not 	 11 
 there 	 11 
 there 	 11 
 not 	 11 
 not 	 11 
 there 	 11 
 there 	 11 
 there 	 11 
 there 	 11 
 there 	 11 
 there 	 11 
 not 	 11 
 not 	 11 
 not 	 11 
 not 	 11 
 not 	 11 
 not 	 11 
 not 	 11 
 it 	 10 
 be 	 10 
 regular 	 10 
 regular 	 10 
 regular 	 10 
 regular 	 10 
 She 	 10 
 be 	 10 
 be 	 10 
 been 	 10 
 been 	 10 
 be 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 it 	 10 
 regular 	 10 
 be 	 10 
 regular 	 10 
 be 	 10 
 be 	 10 
 been 	 10 
 been 	 10 
 been 	 10 
 regular 	 10 
 regular 	 10 
 been 	 10 
 She 	 10 
 She 	 10 
 been 	 10 
 She 	 10 
 been 	 10 
 She 	 10 
 been 	 10 
 be 	 10 
 She 	 10 
 been 	 10 
 She 	 10 
 She 	 10 
 be 	 10 
 be 	 10 
 She 	 10 
 regular 	 10 
 She 	 10 
 regular 	 10 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 quite 	 9 
 did 	 8 
 find 	 8 
 They 	 8 
 They 	 8 
 of 	 8 
 They 	 8 
 They 	 8 
 had 	 8 
 They 	 8 
 They 	 8 
 They 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 did 	 8 
 find 	 8 
 to 	 8 
 of 	 8 
 of 	 8 
 to 	 8 
 had 	 8 
 They 	 8 
 had 	 8 
 had 	 8 
 did 	 8 
 had 	 8 
 of 	 8 
 had 	 8 
 had 	 8 
 had 	 8 
 to 	 8 
 to 	 8 
 of 	 8 
 to 	 8 
 to 	 8 
 to 	 8 
 of 	 8 
 of 	 8 
 of 	 8 
 to 	 8 
 a 	 7 
 a 	 7 
 a 	 7 
 a 	 7 
 a 	 7 
 a 	 7 
 a 	 7 
 way 	 6 
 way 	 6 
 way 	 6 
 way 	 6 
 way 	 6 
 way 	 6 
 one 	 5 
 both 	 5 
 both 	 5 
 one 	 5 
 one 	 5 
 both 	 5 
 both 	 5 
 both 	 5 
 things 	 5 
 then 	 5 
 then 	 5 
 then 	 5 
 then 	 5 
 then 	 5 
 things 	 5 
 things 	 5 
 things 	 5 
 things 	 5 
 one 	 5 
 one 	 5 
 other 	 5 
 other 	 5 
 other 	 5 
 other 	 5 
 other 	 5 
 always 	 4 
 every 	 4 
 day 	 4 
 every 	 4 
 day 	 4 
 always 	 4 
 day 	 4 
 day 	 4 
 use 	 4 
 always 	 4 
 use 	 4 
 always 	 4 
 every 	 4 
 every 	 4 
 use 	 4 
 use 	 4 
 place 	 3 
 very 	 3 
 just 	 3 
 just 	 3 
 found 	 3 
 just 	 3 
 found 	 3 
 very 	 3 
 place 	 3 
 place 	 3 
 would 	 3 
 found 	 3 
 little 	 3 
 would 	 3 
 would 	 3 
 little 	 3 
 little 	 3 
 very 	 3 
 stayed 	 2 
 stayed 	 2 
 where 	 2 
 To 	 2 
 the 	 2 
 To 	 2 
 where 	 2 
 many 	 2 
 amount 	 2 
 amount 	 2 
 are 	 2 
 are 	 2 
 go 	 2 
 on 	 2 
 go 	 2 
 on 	 2 
 many 	 2 
 the 	 2 
 well 	 2 
 well 	 2 
 Georgine Skeene 	 1 
 Helen Furr 	 1 
 really 	 1 
 using 	 1 
 gayer 	 1 
 that 	 1 
 do 	 1 
 The 	 1 
 two 	 1 
 said 	 1 
 voices 	 1 
 have 	 1 
 with 	 1 
 learning 	 1 
 time 	 1 
 any 	 1 
 more 	 1 
 but 	 1 
 together 	 1 
 each 	 1 
 them 	 1 
 make 	 1 
 voice 	 1 
 exactly 	 1 
 as 	 1 
 never 	 1 
 tired 	 1 
 something 	 1 
 telling 	 1 
 some 	 1 
 about 	 1 
 could 	 1 
